id,s_name,s_road,s_kind,s_status
275,국풍설렁탕(영종직영점),인천광역시 중구 운서로7번길 52(1층 운서동),한식,정상
276,국향,인천광역시 중구 하늘중앙로195번길 14(이은스퀘어 1층 118호 중산동),한식,정상
277,"군산집(8호,9호)","인천광역시 중구 연안부두로33번길 37(지하1층 8,9호 항동7가, 인천종합어시장)",일식,정상
278,군산찌게,인천광역시 중구 제물량로 60(신흥동3가),정종/대포집/소주방,정상
279,군산회집,"인천광역시 중구 월미문화로 21(북성동1가, 1층)",회집,정상
280,굴따세,인천광역시 중구 개항로 10(중앙동4가),한식,정상
281,굴러들어온 복,인천광역시 중구 연안부두로 63-1(항동7가),한식,정상
282,굽네치킨,인천광역시 중구 신포로23번길 35-1(중앙동3가),호프/통닭,정상
283,굽네치킨,"인천광역시 중구 하늘달빛로64번길 6-3(105호 중산동, 스카이프라자)",호프/통닭,정상
284,굽네치킨,인천광역시 중구 신도시남로141번길 16(102호 운서동),호프/통닭,정상
285,굽는치킨,인천광역시 중구 참외전로244번길 1-2(2층 도원동),,정상
286,굽신,인천광역시 중구 오작로 92(1층 102호 중산동),식육(숯불구이),정상
287,궁정,인천광역시 중구 신포로23번길 4(중앙동4가),정종/대포집/소주방,정상
288,궁채,인천광역시 중구 인중로 134(신생동),한식,정상
289,그녀의 정원,인천광역시 중구 신포로47번길 6(송학동3가),,정상
290,그래키친,인천광역시 중구 운서로7번길 4-23(1층 106호 운서동),한식,정상
291,그랜드웨딩의전당(2층),"인천광역시 중구 서해대로 314(신흥동3가, 외4필지이동)",한식,정상
292,그랜드웨딩의전당(3층),"인천광역시 중구 서해대로 314(신흥동3가, 일동 3층)",뷔페식,정상
293,그랜드카페,인천광역시 중구 영종해안남로321번길 190(1층 운서동),뷔페식,정상
294,그레이몽키 운남점,인천광역시 중구 운중로14번길 15(운남동),한식,정상
295,그레이몽키왕산점,인천광역시 중구 을왕동 810-6,기타,정상
296,그레이스에이블(Graceable),인천광역시 중구 참외전로 8-2(1층 송월동1가),기타,정상
297,그루브,"인천광역시 중구 우현로39번길 13-1(신포동, 1층)",기타,정상
298,그리팅(Greeting),"인천광역시 중구 도원로 2(신흥동3가, 1층)",기타,정상
299,그릭그릭,인천광역시 중구 홍예문로 23-3(1층 관동2가),기타,정상
300,그릴드 버거(Grill'd burger),인천광역시 중구 운서로7번길 10(1층 101호 운서동),기타,정상
301,그릴드키친,인천광역시 중구 운서로7번길 12(1층 운서동),경양식,정상
302,글렌필드,인천광역시 중구 자연대로 47(스타타워2 3층 306호 중산동),"외국음식전문점(인도,태국등)",정상
303,금 초 밥,인천광역시 중구 모랫말로16번길 13-33(1층 103호 운서동),일식,정상
304,금강산매운탕,"인천광역시 중구 연안부두로 16(39,40,80,81호 항동7가, 해양센타)",한식,정상
305,금바다식당,"인천광역시 중구 을왕로58번길 13-4(을왕동, 2층)",탕류(보신용),정상
306,금산식당,인천광역시 중구 백운로185번길 6(1층 운남동),한식,정상
307,금산주식회사,"인천광역시 중구 연안부두로 24-1(2층 201, 202, 203, 203-1, 205호 항동7가)",한식,정상
308,금촌집,인천광역시 중구 우현로90번길 19-1(인현동),한식,정상
309,금화솥뚜껑구이,인천광역시 중구 제물량로95번길 15(신흥동1가),한식,정상
310,금화왕돈까스,인천광역시 중구 운중로 172(1층 일부 중산동),분식,정상
311,기독병원장례식장,"인천광역시 중구 답동로30번길 10(율목동, 인천기독병원지하장례식장)",한식,정상
312,기분좋은날,인천광역시 중구 홍예문로 4(해안동4가),호프/통닭,정상
313,기와집 굴,인천광역시 중구 운중로21번길 21(1층 운남동),한식,정상
314,긴마루,인천광역시 중구 운중로71번길 12(1층 운남동),한식,정상
315,길동식당,인천광역시 중구 율목로30번길 21-13(1층 율목동),한식,정상
316,길상,인천광역시 중구 자연대로 47(대지스타타워2 2층 203호 중산동),중국식,정상
317,길조에서,인천광역시 중구 연안부두로 147(항동7가),한식,정상
318,길테이블 공항신도시점,인천광역시 중구 운서로7번길 22(101호 운서동),기타,정상
319,김가네 바지락칼국수,인천광역시 중구 운중로14번길 15(운남동),한식,정상
320,김강산피자,"인천광역시 중구 영종대로 118(뉴에어포트오피스텔 305,306호 운서동)",기타,정상
321,김밥마을,인천광역시 중구 도원로26번길 11(1층 도원동),분식,정상
322,김밥먹고라면먹고,인천광역시 중구 연안부두로53번길 35(항동7가),한식,정상
323,김밥사랑,"인천광역시 중구 제물량로 65(신흥동3가, 1층)",기타,정상
324,김밥천국,인천광역시 중구 제물량로 272(북성동2가),분식,정상
325,김밥천국,인천광역시 중구 운남로 172(1층 운남동),분식,정상
326,김밥천국,"인천광역시 중구 흰바위로 37(106호 운서동, 영종프라자)",분식,정상
327,김밥천국,인천광역시 중구 신포로23번길 33(중앙동3가),분식,정상
328,김밥천국,인천광역시 중구 하늘별빛로65번길 7-4(현대프라자 101호 중산동),분식,정상
329,김밥천국,"인천광역시 중구 개항로 82(경동, 1층)",분식,정상
330,김밥천국,"인천광역시 중구 공항로424번길 66(112호 운서동, 에클라트)",분식,정상
331,김밥천국,"인천광역시 중구 자유공원로 3-6(인현동, 1층)",분식,정상
332,김밥천국,인천광역시 중구 인현동 1,한식,정상
333,김밥천국 운서역점,인천광역시 중구 햇내로28번길 10(더예스클라우드 A동 1층 113호 운서동),분식,정상
334,김밥천국 운서점,"인천광역시 중구 넙디로 12(101호 운서동, 넘버원)",분식,정상
335,김밥친구,인천광역시 중구 제물량로 90-1(1층 신흥동1가),분식,정상
336,김복남맥주 하늘도시점,인천광역시 중구 자연대로 47(1층 118호 중산동),호프/통닭,정상
337,김순례닭강정,인천광역시 중구 공항로 271(인천국제공항제1여객터미널 면세동 3층 FB-P5-74호 운서동),호프/통닭,정상
338,김영화부대찌개,"인천광역시 중구 신도시남로142번길 11-6(환희빌딩 2층 201,202호 운서동)",한식,정상
339,김영화부대찌개,인천광역시 중구 운중로 142(1층 중산동),한식,정상
340,김용희순대국,"인천광역시 중구 백운로228번길 81-10(1층 4,5,6호 운북동)",한식,정상
341,김윤식의착한국수&솥뚜껑삼겹살,인천광역시 중구 운중로 34(2층 운남동),한식,정상
342,김정훈 선술집,인천광역시 중구 신포로 19-1(1층 중앙동4가),기타,정상
343,김종구부산어묵 영종점,인천광역시 중구 하늘중앙로195번길 23(하늘프라자 1층 105호 중산동),분식,정상
344,까망김하얀밥,인천광역시 중구 축항대로296번길 56-48(1층 신흥동3가),한식,정상
345,까치놀,인천광역시 중구 용유서로423번길 37-1(1층 일부~2층 을왕동),한식,정상
346,까치식당,"인천광역시 중구 연안부두로 121(항동7가, 4호, 2층)",한식,정상
347,까페 꼰띠고 인천차이나타운점,"인천광역시 중구 제물량로 262-20(2,3층 선린동)",,정상
348,까페더꿈,"인천광역시 중구 반달로14번길 14(북성동1가, 2층3층)",기타,정상
349,까페돔바니,인천광역시 중구 자유공원서로 27(1층 북성동3가),기타,정상
350,깐돌네포차,"인천광역시 중구 용유서로479번길 10(왕산철물건재,논골24시마트 1층 을왕동)",한식,정상
351,깔끔이식당,인천광역시 중구 연안부두로107번길 8(항동7가),한식,정상
352,깜냥 앤 맛좀볼래,인천광역시 중구 자유공원로 25-1(내동),한식,정상
353,깡 왕새우 튀김 전문점,인천광역시 중구 은하수로29번길 48(106호 중산동),분식,정상
354,깻잎두마리치킨,인천광역시 중구 도원서길 27(1층 신흥동2가),호프/통닭,정상
355,꼬꼬시티용유역점,인천광역시 중구 마시란로 21(1층 덕교동),호프/통닭,정상
356,꼬꼬파니,인천광역시 중구 서해대로 224(1층 신흥동3가),호프/통닭,정상
357,꼬니네 회 조개,인천광역시 중구 용유서로423번길 14(1층 전체호 을왕동),회집,정상
358,꼬마마리,인천광역시 중구 제물량로 84-4(1층 신흥동2가),분식,정상
359,꼬알라파이,인천광역시 중구 신포로27번길 56(1층 관동1가),기타,정상
360,꼬지사께,"인천광역시 중구 신도시남로141번길 5-12(102,103호 운서동, 화평에어빌)",호프/통닭,정상
361,꼬치더킹,인천광역시 중구 흰바위로 37(영종프라자 2층 201호 운서동),중국식,정상
362,꼬치데이,"인천광역시 중구 하늘중앙로225번길 3(영종M타워 1층 114,115호 중산동)",한식,정상
363,꼬치야,인천광역시 중구 영종대로 173(리치아노 골드 지하1층 109호 운서동),정종/대포집/소주방,정상
364,꼬치집,인천광역시 중구 우현로67번길 41(내동),한식,정상
365,꽁스타멍,인천광역시 중구 햇내로안길 14-3(1층 운서동),경양식,정상
366,꽃돼지꽃소,인천광역시 중구 운남로184번길 8(1층 운남동),한식,정상
367,꽃소,인천광역시 중구 하늘달빛로 84(2층 201호 중산동),식육(숯불구이),정상
368,꽃피는밤,"인천광역시 중구 신도시남로142번길 6(메가스타 영종 149,150호 운서동)",기타,정상
369,꾸이한끼,인천광역시 중구 화랑목로100번길 65(1층 101호 운서동),한식,정상
370,꾸지뽕삼계탕,인천광역시 중구 우현로90번길 7(인현동),한식,정상
371,꾼,인천광역시 중구 신도시남로141번길 16(103호 운서동),호프/통닭,정상
372,꿀꿀이갈비,인천광역시 중구 인현동 20,한식,정상
373,꿀밤포차,인천광역시 중구 운서1로4번길 10(2층 운서동),정종/대포집/소주방,정상
374,꿍전안동찜닭,인천광역시 중구 운중로 63(1층 운남동),한식,정상
375,나경식당,인천광역시 중구 우현로90번길 5(1층 인현동),회집,정상
376,나기문 참치전문점,인천광역시 중구 신포로23번길 9-1(중앙동4가),한식,정상
377,나기문막횟집,인천광역시 중구 개항로 10-2(중앙동4가),회집,정상
378,나나식당,"인천광역시 중구 항동7가 2769 ,70,71,72(종합어시장내 1동21-22호)",한식,정상
379,나는 강정적인 사람입니다 운서점,인천광역시 중구 영종대로 108(비2빌 1층 105호 운서동),호프/통닭,정상
380,나도 셰프,"인천광역시 중구 우현로35번길 6(신포동, 1층)",한식,정상
381,나드리김밥(영종점),인천광역시 중구 하늘중앙로195번길 14(이은스퀘어 115일부호 중산동),분식,정상
382,나들목,"인천광역시 중구 용유서로 472(을왕동, 812번지 1층)",한식,정상
383,나루마루 동태탕.삼계탕,"인천광역시 중구 서해대로 462-2(신흥동2가, 1-50번지 1층)",한식,정상
384,나루터식당,"인천광역시 중구 은하수로 12(201호 중산동, 구읍뱃터프라자)",회집,정상
385,나무,"인천광역시 중구 월미문화로 61-2(북성동1가, 2층)",경양식,정상
386,나비,"인천광역시 중구 신포로23번길 6(중앙동4가, 2층)",호프/통닭,정상
387,나비네,"인천광역시 중구 우현로35번길 22-3(신포동, 2층)",호프/통닭,정상
388,나와함께,인천광역시 중구 인현동 49,한식,정상
389,낙안,"인천광역시 중구 신도시남로141번길 2(2층 202호 운서동, 대원프라자)",한식,정상
390,낙안별관,인천광역시 중구 신도시남로141번길 2(대원프라자 401호 운서동),식육(숯불구이),정상
391,낙원라멘 파라다이스시티점,인천광역시 중구 영종해안남로321번길 186(파라다이스시티 플라자 1층 F블록호 운서동),일식,정상
392,낙조대,인천광역시 중구 을왕로 80(을왕동),경양식,정상
393,낙지랑주꾸미랑,인천광역시 중구 도원로7번길 3(신흥동3가),한식,정상
394,낙지박사,인천광역시 중구 큰무리로 36(나동 1층 무의동),한식,정상
395,난경회조개구이,"인천광역시 중구 영종해안남로 32(3동 113~115호 운서동, 종합회타운)",회집,정상
396,남가네설악추어탕,"인천광역시 중구 참외전로 88-6(전동, 지상1층)",한식,정상
397,남도밥도둑생선구이,인천광역시 중구 용유서로 310(1층 4호 을왕동),한식,정상
398,남도밥상,인천광역시 중구 서해대로 214(2층 2호 신흥동3가),한식,정상
399,남도생선구이.탕,"인천광역시 중구 신도시남로141번길 16(101호 운서동, 혜성프라자)",한식,정상
400,남도집,인천광역시 중구 개항로 22(관동3가),호프/통닭,정상
